drug,pathway,Rxn_per_pathway
Cinobufogenin_removed_unused_genes,"Cholesterol metabolism",0.429752066115702
Cinobufogenin_removed_unused_genes,"Chondroitin sulfate degradation",0.159090909090909
Cinobufogenin_removed_unused_genes,"Chondroitin synthesis",0.555555555555556
Cinobufogenin_removed_unused_genes,"Citric acid cycle",0.55
Cinobufogenin_removed_unused_genes,"CoA catabolism",0
Cinobufogenin_removed_unused_genes,"CoA synthesis",0.0714285714285714
Cinobufogenin_removed_unused_genes,"Cytochrome metabolism",0
Cinobufogenin_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Cinobufogenin_removed_unused_genes,"Dietary fiber binding",0
Cinobufogenin_removed_unused_genes,"Drug metabolism",0.075043630017452
Cinobufogenin_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Cinobufogenin_removed_unused_genes,"Exchange/demand reaction",0.0604364857302742
Cinobufogenin_removed_unused_genes,"Fatty acid oxidation",0.337148803329865
Cinobufogenin_removed_unused_genes,"Fatty acid synthesis",0.841004184100418
Cinobufogenin_removed_unused_genes,"Folate metabolism",0.254237288135593
Cinobufogenin_removed_unused_genes,"Fructose and mannose metabolism",0.565217391304348
Cinobufogenin_removed_unused_genes,"Galactose metabolism",0.142857142857143
Cinobufogenin_removed_unused_genes,"Glutamate metabolism",0.375
Cinobufogenin_removed_unused_genes,"Glutathione metabolism",0.5
Cinobufogenin_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Cinobufogenin_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.361702127659574
Cinobufogenin_removed_unused_genes,"Glycolysis/gluconeogenesis",0.571428571428571
Cinobufogenin_removed_unused_genes,"Glycosphingolipid metabolism",0.28169014084507
Cinobufogenin_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.571428571428571
Cinobufogenin_removed_unused_genes,"Heme degradation",0.75
Cinobufogenin_removed_unused_genes,"Heme synthesis",0.473684210526316
Cinobufogenin_removed_unused_genes,"Heparan sulfate degradation",0
Cinobufogenin_removed_unused_genes,"Hippurate metabolism",0
Cinobufogenin_removed_unused_genes,"Histidine metabolism",0.285714285714286
Cinobufogenin_removed_unused_genes,"Hyaluronan metabolism",1
Cinobufogenin_removed_unused_genes,"Inositol phosphate metabolism",0.323076923076923
Cinobufogenin_removed_unused_genes,"Keratan sulfate degradation",0
Cinobufogenin_removed_unused_genes,"Keratan sulfate synthesis",0
Cinobufogenin_removed_unused_genes,"Leukotriene metabolism",0.125
Cinobufogenin_removed_unused_genes,"Limonene and pinene degradation",0
Cinobufogenin_removed_unused_genes,"Linoleate metabolism",0.777777777777778
Cinobufogenin_removed_unused_genes,"Lipoate metabolism",0
Cinobufogenin_removed_unused_genes,"Lysine metabolism",0.290322580645161
Cinobufogenin_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Cinobufogenin_removed_unused_genes,"Miscellaneous",0.302631578947368
Cinobufogenin_removed_unused_genes,"N-glycan degradation",0
Cinobufogenin_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Cinobufogenin_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Cinobufogenin_removed_unused_genes,"NAD metabolism",0.148148148148148
Cinobufogenin_removed_unused_genes,"Nucleotide interconversion",0.304878048780488
Cinobufogenin_removed_unused_genes,"Nucleotide metabolism",0
Cinobufogenin_removed_unused_genes,"Nucleotide salvage pathway",1
Cinobufogenin_removed_unused_genes,"Nucleotide sugar metabolism",0
Cinobufogenin_removed_unused_genes,"O-glycan metabolism",0
Cinobufogenin_removed_unused_genes,"Oxidative phosphorylation",0.8
Cinobufogenin_removed_unused_genes,"Pentose phosphate pathway",0.195121951219512
Cinobufogenin_removed_unused_genes,"Peptide metabolism",0
Cinobufogenin_removed_unused_genes,"Phenylalanine metabolism",0.194444444444444
Cinobufogenin_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.025
Cinobufogenin_removed_unused_genes,"Propanoate metabolism",0.6
Cinobufogenin_removed_unused_genes,"Protein formation",0
Cinobufogenin_removed_unused_genes,"Purine catabolism",0.294117647058824
Cinobufogenin_removed_unused_genes,"Purine synthesis",0.733333333333333
Cinobufogenin_removed_unused_genes,"Pyrimidine catabolism",0.147058823529412
Cinobufogenin_removed_unused_genes,"Pyrimidine synthesis",0.428571428571429
Cinobufogenin_removed_unused_genes,"Pyruvate metabolism",0.375
Cinobufogenin_removed_unused_genes,"R group synthesis",0.166666666666667
Cinobufogenin_removed_unused_genes,"ROS detoxification",0.857142857142857
Cinobufogenin_removed_unused_genes,"Sphingolipid metabolism",0.270676691729323
Cinobufogenin_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Cinobufogenin_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Cinobufogenin_removed_unused_genes,"Steroid metabolism",0.122222222222222
Cinobufogenin_removed_unused_genes,"Taurine and hypotaurine metabolism",0
Cinobufogenin_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.166666666666667
Cinobufogenin_removed_unused_genes,"Thiamine metabolism",0
Cinobufogenin_removed_unused_genes,"Transport, endoplasmic reticular",0.175355450236967
Cinobufogenin_removed_unused_genes,"Transport, extracellular",0.0852187028657617
Cinobufogenin_removed_unused_genes,"Transport, golgi apparatus",0.255102040816327
Cinobufogenin_removed_unused_genes,"Transport, lysosomal",0.257142857142857
Cinobufogenin_removed_unused_genes,"Transport, mitochondrial",0.218543046357616
Cinobufogenin_removed_unused_genes,"Transport, nuclear",0.267605633802817
Cinobufogenin_removed_unused_genes,"Transport, peroxisomal",0.214285714285714
Cinobufogenin_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Cinobufogenin_removed_unused_genes,"Tryptophan metabolism",0.355555555555556
Cinobufogenin_removed_unused_genes,"Tyrosine metabolism",0.268817204301075
Cinobufogenin_removed_unused_genes,"Ubiquinone synthesis",0
Cinobufogenin_removed_unused_genes,"Urea cycle",0.225
Cinobufogenin_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Cinobufogenin_removed_unused_genes,"Vitamin A metabolism",0
Cinobufogenin_removed_unused_genes,"Vitamin B12 metabolism",0
Cinobufogenin_removed_unused_genes,"Vitamin B2 metabolism",0.555555555555556
Cinobufogenin_removed_unused_genes,"Vitamin B6 metabolism",0
Cinobufogenin_removed_unused_genes,"Vitamin C metabolism",0.3
Cinobufogenin_removed_unused_genes,"Vitamin D metabolism",0
Cinobufogenin_removed_unused_genes,"Vitamin E metabolism",0.4
Cinobufogenin_removed_unused_genes,"Xenobiotics metabolism",0
Cinobufotalin_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Cinobufotalin_removed_unused_genes,"Alkaloid synthesis",0
Cinobufotalin_removed_unused_genes,"Aminosugar metabolism",0.5
Cinobufotalin_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.5
Cinobufotalin_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Cinobufotalin_removed_unused_genes,"Arginine and proline metabolism",0.325
Cinobufotalin_removed_unused_genes,"Beta-Alanine metabolism",0.4
Cinobufotalin_removed_unused_genes,"Bile acid synthesis",0.183783783783784
Cinobufotalin_removed_unused_genes,"Biotin metabolism",0
Cinobufotalin_removed_unused_genes,"Blood group synthesis",0
Cinobufotalin_removed_unused_genes,"Butanoate metabolism",0
Cinobufotalin_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Cinobufotalin_removed_unused_genes,"Cholesterol metabolism",0.409090909090909
Cinobufotalin_removed_unused_genes,"Chondroitin sulfate degradation",0.568181818181818
Cinobufotalin_removed_unused_genes,"Chondroitin synthesis",0.8
Cinobufotalin_removed_unused_genes,"Citric acid cycle",0.55
Cinobufotalin_removed_unused_genes,"CoA catabolism",0
Cinobufotalin_removed_unused_genes,"CoA synthesis",0.0714285714285714
Cinobufotalin_removed_unused_genes,"Cytochrome metabolism",0
Cinobufotalin_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Cinobufotalin_removed_unused_genes,"Dietary fiber binding",0
Cinobufotalin_removed_unused_genes,"Drug metabolism",0.075043630017452
Cinobufotalin_removed_unused_genes,"Eicosanoid metabolism",0.129032258064516
Cinobufotalin_removed_unused_genes,"Exchange/demand reaction",0.0587576944599888
Cinobufotalin_removed_unused_genes,"Fatty acid oxidation",0.287200832466181
Cinobufotalin_removed_unused_genes,"Fatty acid synthesis",0.828451882845188
Cinobufotalin_removed_unused_genes,"Folate metabolism",0.254237288135593
Cinobufotalin_removed_unused_genes,"Fructose and mannose metabolism",0.565217391304348
Cinobufotalin_removed_unused_genes,"Galactose metabolism",0.142857142857143
Cinobufotalin_removed_unused_genes,"Glutamate metabolism",0.375
Cinobufotalin_removed_unused_genes,"Glutathione metabolism",0.5625
Cinobufotalin_removed_unused_genes,"Glycerophospholipid metabolism",0.193939393939394
Cinobufotalin_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.361702127659574
Cinobufotalin_removed_unused_genes,"Glycolysis/gluconeogenesis",0.619047619047619
Cinobufotalin_removed_unused_genes,"Glycosphingolipid metabolism",0.267605633802817
Cinobufotalin_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.571428571428571
Cinobufotalin_removed_unused_genes,"Heme degradation",0.75
Cinobufotalin_removed_unused_genes,"Heme synthesis",0.473684210526316
Cinobufotalin_removed_unused_genes,"Heparan sulfate degradation",0
Cinobufotalin_removed_unused_genes,"Hippurate metabolism",0
Cinobufotalin_removed_unused_genes,"Histidine metabolism",0.714285714285714
Cinobufotalin_removed_unused_genes,"Hyaluronan metabolism",1
Cinobufotalin_removed_unused_genes,"Inositol phosphate metabolism",0.353846153846154
Cinobufotalin_removed_unused_genes,"Keratan sulfate degradation",0
Cinobufotalin_removed_unused_genes,"Keratan sulfate synthesis",0
Cinobufotalin_removed_unused_genes,"Leukotriene metabolism",0.125
Cinobufotalin_removed_unused_genes,"Limonene and pinene degradation",0
Cinobufotalin_removed_unused_genes,"Linoleate metabolism",0
Cinobufotalin_removed_unused_genes,"Lipoate metabolism",0
Cinobufotalin_removed_unused_genes,"Lysine metabolism",0.290322580645161
Cinobufotalin_removed_unused_genes,"Methionine and cysteine metabolism",0.391304347826087
Cinobufotalin_removed_unused_genes,"Miscellaneous",0.282894736842105
Cinobufotalin_removed_unused_genes,"N-glycan degradation",0
Cinobufotalin_removed_unused_genes,"N-glycan metabolism",0.166666666666667
Cinobufotalin_removed_unused_genes,"N-glycan synthesis",0.0555555555555556
Cinobufotalin_removed_unused_genes,"NAD metabolism",0.111111111111111
Cinobufotalin_removed_unused_genes,"Nucleotide interconversion",0.231707317073171
Cinobufotalin_removed_unused_genes,"Nucleotide metabolism",0
Cinobufotalin_removed_unused_genes,"Nucleotide salvage pathway",0.666666666666667
Cinobufotalin_removed_unused_genes,"Nucleotide sugar metabolism",0
Cinobufotalin_removed_unused_genes,"O-glycan metabolism",0
Cinobufotalin_removed_unused_genes,"Oxidative phosphorylation",0.8
Cinobufotalin_removed_unused_genes,"Pentose phosphate pathway",0.195121951219512
Cinobufotalin_removed_unused_genes,"Peptide metabolism",0
Cinobufotalin_removed_unused_genes,"Phenylalanine metabolism",0.194444444444444
Cinobufotalin_removed_unused_genes,"Phosphatidylinositol phosphate metabolism",0.05
Cinobufotalin_removed_unused_genes,"Propanoate metabolism",0.6
Cinobufotalin_removed_unused_genes,"Protein formation",0
Cinobufotalin_removed_unused_genes,"Purine catabolism",0.176470588235294
Cinobufotalin_removed_unused_genes,"Purine synthesis",0.666666666666667
Cinobufotalin_removed_unused_genes,"Pyrimidine catabolism",0.0882352941176471
Cinobufotalin_removed_unused_genes,"Pyrimidine synthesis",0.380952380952381
Cinobufotalin_removed_unused_genes,"Pyruvate metabolism",0.375
Cinobufotalin_removed_unused_genes,"R group synthesis",0.166666666666667
Cinobufotalin_removed_unused_genes,"ROS detoxification",0.857142857142857
Cinobufotalin_removed_unused_genes,"Sphingolipid metabolism",0.180451127819549
Cinobufotalin_removed_unused_genes,"Squalene and cholesterol synthesis",0.2
Cinobufotalin_removed_unused_genes,"Starch and sucrose metabolism",0.0476190476190476
Cinobufotalin_removed_unused_genes,"Steroid metabolism",0.233333333333333
Cinobufotalin_removed_unused_genes,"Taurine and hypotaurine metabolism",0
Cinobufotalin_removed_unused_genes,"Tetrahydrobiopterin metabolism",0.277777777777778
Cinobufotalin_removed_unused_genes,"Thiamine metabolism",0
Cinobufotalin_removed_unused_genes,"Transport, endoplasmic reticular",0.298578199052133
Cinobufotalin_removed_unused_genes,"Transport, extracellular",0.0810708898944193
Cinobufotalin_removed_unused_genes,"Transport, golgi apparatus",0.153061224489796
Cinobufotalin_removed_unused_genes,"Transport, lysosomal",0.276190476190476
Cinobufotalin_removed_unused_genes,"Transport, mitochondrial",0.227373068432671
Cinobufotalin_removed_unused_genes,"Transport, nuclear",0.267605633802817
Cinobufotalin_removed_unused_genes,"Transport, peroxisomal",0.168831168831169
Cinobufotalin_removed_unused_genes,"Triacylglycerol synthesis",0.555555555555556
Cinobufotalin_removed_unused_genes,"Tryptophan metabolism",0.355555555555556
Cinobufotalin_removed_unused_genes,"Tyrosine metabolism",0.204301075268817
Cinobufotalin_removed_unused_genes,"Ubiquinone synthesis",0
Cinobufotalin_removed_unused_genes,"Urea cycle",0.25
Cinobufotalin_removed_unused_genes,"Valine, leucine, and isoleucine metabolism",0.2
Cinobufotalin_removed_unused_genes,"Vitamin A metabolism",0
Cinobufotalin_removed_unused_genes,"Vitamin B12 metabolism",0
Cinobufotalin_removed_unused_genes,"Vitamin B2 metabolism",0.111111111111111
Cinobufotalin_removed_unused_genes,"Vitamin B6 metabolism",0
Cinobufotalin_removed_unused_genes,"Vitamin C metabolism",0.2
Cinobufotalin_removed_unused_genes,"Vitamin D metabolism",0
Cinobufotalin_removed_unused_genes,"Vitamin E metabolism",0.4
Cinobufotalin_removed_unused_genes,"Xenobiotics metabolism",0
Curculigoside_removed_unused_genes,"Alanine and aspartate metabolism",0.384615384615385
Curculigoside_removed_unused_genes,"Alkaloid synthesis",0
Curculigoside_removed_unused_genes,"Aminosugar metabolism",0.4375
Curculigoside_removed_unused_genes,"Androgen and estrogen synthesis and metabolism",0.192307692307692
Curculigoside_removed_unused_genes,"Arachidonic acid metabolism",0.170731707317073
Curculigoside_removed_unused_genes,"Arginine and proline metabolism",0.325
Curculigoside_removed_unused_genes,"Beta-Alanine metabolism",0.4
Curculigoside_removed_unused_genes,"Bile acid synthesis",0.194594594594595
Curculigoside_removed_unused_genes,"Biotin metabolism",0
Curculigoside_removed_unused_genes,"Blood group synthesis",0
Curculigoside_removed_unused_genes,"Butanoate metabolism",0
Curculigoside_removed_unused_genes,"C5-branched dibasic acid metabolism",0.5
Curculigoside_removed_unused_genes,"Cholesterol metabolism",0.557851239669422
Curculigoside_removed_unused_genes,"Chondroitin sulfate degradation",0
Curculigoside_removed_unused_genes,"Chondroitin synthesis",0
Curculigoside_removed_unused_genes,"Citric acid cycle",0.5
Curculigoside_removed_unused_genes,"CoA catabolism",0
Curculigoside_removed_unused_genes,"CoA synthesis",0.0714285714285714
Curculigoside_removed_unused_genes,"Cytochrome metabolism",0
Curculigoside_removed_unused_genes,"D-alanine metabolism",0.333333333333333
Curculigoside_removed_unused_genes,"Dietary fiber binding",0
Curculigoside_removed_unused_genes,"Drug metabolism",0.0610820244328098
Curculigoside_removed_unused_genes,"Eicosanoid metabolism",0.118279569892473
Curculigoside_removed_unused_genes,"Exchange/demand reaction",0.0576385002797985
Curculigoside_removed_unused_genes,"Fatty acid oxidation",0.356919875130073
Curculigoside_removed_unused_genes,"Fatty acid synthesis",0.836820083682008
Curculigoside_removed_unused_genes,"Folate metabolism",0.254237288135593
Curculigoside_removed_unused_genes,"Fructose and mannose metabolism",0.478260869565217
Curculigoside_removed_unused_genes,"Galactose metabolism",0.214285714285714
Curculigoside_removed_unused_genes,"Glutamate metabolism",0.5
Curculigoside_removed_unused_genes,"Glutathione metabolism",0.5
Curculigoside_removed_unused_genes,"Glycerophospholipid metabolism",0.206060606060606
Curculigoside_removed_unused_genes,"Glycine, serine, alanine, and threonine metabolism",0.276595744680851
Curculigoside_removed_unused_genes,"Glycolysis/gluconeogenesis",0.666666666666667
Curculigoside_removed_unused_genes,"Glycosphingolipid metabolism",0.183098591549296
Curculigoside_removed_unused_genes,"Glyoxylate and dicarboxylate metabolism",0.571428571428571
Curculigoside_removed_unused_genes,"Heme degradation",0.5
Curculigoside_removed_unused_genes,"Heme synthesis",0.473684210526316
Curculigoside_removed_unused_genes,"Heparan sulfate degradation",0
Curculigoside_removed_unused_genes,"Hippurate metabolism",0
Curculigoside_removed_unused_genes,"Histidine metabolism",0.428571428571429
Curculigoside_removed_unused_genes,"Hyaluronan metabolism",1
Curculigoside_removed_unused_genes,"Inositol phosphate metabolism",0.353846153846154
